# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_conservative_inframe_deletion	variants_effect_conservative_inframe_insertion	variants_effect_disruptive_inframe_deletion	variants_effect_disruptive_inframe_insertion	variants_effect_downstream_gene_variant	variants_effect_frameshift_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_start_retained_variant	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
ARL6IP4	ARL6IP4	NM_001278378.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL6IP4	ARL6IP4	NM_001278379.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL6IP4	ARL6IP4	NM_001278380.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL6IP4	ARL6IP4	NM_016638.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL6IP4	ARL6IP4	NM_018694.3	protein_coding	0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARL6IP4	ARL6IP4	NR_103512.1		0	0	0	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARMC10	ARMC10	NM_001161009.3.2	protein_coding	0	0	9	6	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ARMC10	ARMC10	NM_001161010.3.2	protein_coding	0	0	9	6	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ARMC10	ARMC10	NM_001161011.2	protein_coding	0	0	9	6	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ARMC10	ARMC10	NM_001161012.3.2	protein_coding	0	0	9	6	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ARMC10	ARMC10	NM_001161013.2	protein_coding	0	0	9	6	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ARMC10	ARMC10	NM_031905.5	protein_coding	0	0	9	6	0	0	0	0	0	0	0	6	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ARMC12	ARMC12	NM_001286574.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ARMC12	ARMC12	NM_001286576.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ARMC12	ARMC12	NM_145028.5	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ARMC2	ARMC2	NM_001286609.1	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ARMC2	ARMC2	NM_032131.6	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ARMC3	ARMC3	NM_001282745.2	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0
ARMC3	ARMC3	NM_001282746.2	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0
ARMC3	ARMC3	NM_001282747.1	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0
ARMC3	ARMC3	NM_173081.5	protein_coding	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	4	0
ARMC4	ARMC4	NM_001290020.2	protein_coding	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ARMC4	ARMC4	NM_001290021.2	protein_coding	0	5	0	5	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ARMC4	ARMC4	NM_001312689.2	protein_coding	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ARMC4	ARMC4	NM_018076.5	protein_coding	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0
ARMC5	ARMC5	NM_001105247.2	protein_coding	0	4	17	1	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	4	0
ARMC5	ARMC5	NM_001288767.2	protein_coding	0	4	17	1	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	4	0
ARMC5	ARMC5	NM_001301820.1	protein_coding	0	4	17	1	0	0	0	0	0	0	0	0	0	0	1	17	0	0	0	0	0	0	0	0	0	4	0
ARMC5	ARMC5	NM_024742.2	protein_coding	0	0	6	16	16	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ARMC6	ARMC6	NM_001199196.2	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ARMC6	ARMC6	NM_033415.4	protein_coding	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ARMC7	ARMC7	NM_001304271.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARMC7	ARMC7	NM_001304272.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ARMC7	ARMC7	NM_001304273.2	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARMC7	ARMC7	NM_024585.4	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARMC8	ARMC8	NM_001267041.2	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ARMC8	ARMC8	NM_001267042.3	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ARMC8	ARMC8	NM_001282342.2	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ARMC8	ARMC8	NM_001363941.2	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ARMC8	ARMC8	NM_001363942.1	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ARMC8	ARMC8	NM_015396.6	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ARMC9	ARMC9	NM_001271466.4	protein_coding	0	46	26	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	46	0
ARMC9	ARMC9	NM_001291656.2	protein_coding	0	45	26	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	45	0
ARMC9	ARMC9	NM_001352754.2	protein_coding	0	46	26	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	46	0
ARMC9	ARMC9	NM_001352755.2	protein_coding	0	45	26	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	45	0
ARMC9	ARMC9	NM_001352756.2	protein_coding	0	45	26	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	45	0
ARMC9	ARMC9	NM_001352757.2	protein_coding	0	45	26	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	45	0
ARMC9	ARMC9	NM_001352758.2	protein_coding	0	45	26	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	45	0
ARMC9	ARMC9	NM_001352759.2	protein_coding	0	0	26	45	0	0	0	0	0	0	0	0	0	0	45	26	0	0	0	0	0	0	0	0	0	0	0
ARMC9	ARMC9	NM_025139.6	protein_coding	0	45	26	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	45	0
ARMC9	ARMC9	NR_148040.2		0	0	0	71	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0
ARMCX2	ARMCX2	NM_001282231.2	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ARMCX2	ARMCX2	NM_014782.7	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ARMCX2	ARMCX2	NM_177949.4	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ARMCX4	ARMCX4	NM_001256155.2	protein_coding	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ARMCX4	ARMCX4	NR_028407.3		0	0	0	10	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0
ARMCX4	ARMCX4	NR_045861.2		0	0	0	10	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0
ARMCX4	ARMCX4	NR_045862.2		0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ARMCX4	ARMCX4	NR_045863.2		0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ARMCX4	ARMCX4	NR_045864.2		0	0	0	10	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	0	0	0	0	0	0	0
ARMCX5-GPRASP2	ARMCX5-GPRASP2	NM_001199818.1	protein_coding	0	0	5	5	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	0	0	0	0
ARMCX5-GPRASP2	ARMCX5-GPRASP2	NM_001350268.2	protein_coding	0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ARMCX5-GPRASP2	ARMCX5-GPRASP2	NM_001350269.2	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ARMCX5-GPRASP2	ARMCX5-GPRASP2	NM_001350270.1	protein_coding	0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ARMCX5-GPRASP2	ARMCX5-GPRASP2	NR_146584.2		0	0	0	10	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0
ARMCX5-GPRASP2	ARMCX5-GPRASP2	NR_146585.2		0	0	0	10	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	5
ARMCX5-GPRASP2	ARMCX5-GPRASP2	NR_146586.2		0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ARMCX5-GPRASP2	ARMCX5-GPRASP2	NR_146587.1		0	0	0	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
ARMH4	ARMH4	NM_001001872.4	protein_coding	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ARMH4	ARMH4	NM_001320173.2	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ARMS2	ARMS2	NM_001099667.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ARMT1	ARMT1	NM_001286562.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ARMT1	ARMT1	NM_024573.3	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ARNT2	ARNT2	NM_014862.4	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001030272.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001030273.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001178.5	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001297719.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001297722.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001297724.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351804.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351805.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351806.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351807.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351808.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351809.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351810.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351811.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351812.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351813.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351814.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351815.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351816.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351817.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351818.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351819.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351820.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351821.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351822.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351823.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NM_001351824.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NR_147785.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NR_147786.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NR_147787.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NR_147788.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NR_147789.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NR_147790.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARNTL	ARNTL	NR_147791.1		0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ARPC1B	ARPC1B	NM_005720.4	protein_coding	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	11	0	0	0	0	0	0	0
ARPC4-TTLL3	ARPC4-TTLL3	NM_001198793.1	protein_coding	0	22	11	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	22	0
ARPC5L	ARPC5L	NM_030978.3	protein_coding	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARPIN	ARPIN	NM_001282380.1	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ARPIN	ARPIN	NM_182616.4	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ARPIN-AP3S2	ARPIN-AP3S2	NM_001199058.2	protein_coding	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ARPP21	ARPP21	NM_001267617.1	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ARPP21	ARPP21	NM_001267619.1	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ARPP21	ARPP21	NM_016300.4	protein_coding	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0
ARRB2	ARRB2	NM_001257328.2	protein_coding	0	8	6	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	8	0
ARRB2	ARRB2	NM_001257329.2	protein_coding	0	0	6	9	0	0	0	0	0	0	0	0	0	0	9	6	0	0	0	0	0	0	0	0	0	0	0
ARRB2	ARRB2	NM_001257330.2	protein_coding	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0
ARRB2	ARRB2	NM_001257331.2	protein_coding	0	8	7	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	8	0
ARRB2	ARRB2	NM_001330064.2	protein_coding	0	8	0	7	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0
ARRB2	ARRB2	NM_004313.4	protein_coding	0	8	6	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	8	0
ARRB2	ARRB2	NM_199004.2	protein_coding	0	8	6	1	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	8	0
ARRB2	ARRB2	NR_047516.2		0	0	0	15	0	0	0	0	0	0	0	0	0	0	1	0	14	0	0	0	0	0	0	0	0	0	0
ARRDC1	ARRDC1	NM_001317968.1	protein_coding	0	1	7	1	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	3	0	0	0	0	0	0	0
ARRDC1	ARRDC1	NM_152285.4	protein_coding	0	1	7	1	0	0	0	0	0	0	0	0	0	0	2	7	0	0	0	3	0	0	0	0	0	0	0
ARRDC1-AS1	ARRDC1-AS1	NR_122035.1		0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARRDC1-AS1	ARRDC1-AS1	NR_122036.1		0	0	0	9	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARRDC2	ARRDC2	NM_001025604.3	protein_coding	0	8	4	14	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	14
ARRDC2	ARRDC2	NM_001286826.2	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0
ARRDC2	ARRDC2	NM_015683.2	protein_coding	0	8	4	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	8	0
ARRDC4	ARRDC4	NM_183376.3	protein_coding	1	1	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	1	0
ARSA	ARSA	NM_000487.6	protein_coding	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ARSA	ARSA	NM_001085425.3	protein_coding	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ARSA	ARSA	NM_001085426.3	protein_coding	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ARSA	ARSA	NM_001085427.3	protein_coding	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ARSA	ARSA	NM_001085428.3	protein_coding	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ARSA	ARSA	NM_001362782.2	protein_coding	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ARSB	ARSB	NM_000046.5	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ARSB	ARSB	NM_198709.3	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ARSD	ARSD	NM_001669.4	protein_coding	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ARSD	ARSD	NM_009589.4	protein_coding	0	0	1	2	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ARSD-AS1	ARSD-AS1	NR_144459.1		0	0	0	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSF	ARSF	NM_001201538.1	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ARSF	ARSF	NM_001201539.2	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ARSF	ARSF	NM_004042.4	protein_coding	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
ARSG	ARSG	NM_001267727.1	protein_coding	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	3	0
ARSG	ARSG	NM_001352899.1	protein_coding	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	3	0
ARSG	ARSG	NM_001352900.2	protein_coding	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	3	0
ARSG	ARSG	NM_001352901.2	protein_coding	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	3	0
ARSG	ARSG	NM_001352902.2	protein_coding	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	3	0
ARSG	ARSG	NM_001352903.2	protein_coding	3	3	3	8	0	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	3	8
ARSG	ARSG	NM_001352904.1	protein_coding	3	3	3	8	0	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	3	8
ARSG	ARSG	NM_001352905.2	protein_coding	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	3	0
ARSG	ARSG	NM_001352906.1	protein_coding	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	3	0
ARSG	ARSG	NM_001352907.2	protein_coding	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	0	3	0	0	0	0	0	0	0	3	0
ARSG	ARSG	NM_001352909.2	protein_coding	0	3	6	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	3	0
ARSG	ARSG	NM_001352910.2	protein_coding	0	3	6	2	0	0	0	0	0	0	0	2	0	0	0	6	0	0	0	3	0	0	0	0	0	3	0
ARSG	ARSG	NM_014960.5	protein_coding	0	3	6	8	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	3	0	0	0	0	0	3	8
ARSH	ARSH	NM_001011719.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ARSI	ARSI	NM_001012301.4	protein_coding	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
ARSK	ARSK	NM_198150.3	protein_coding	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ARSL	ARSL	NM_000047.3	protein_coding	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	16	0
ARSL	ARSL	NM_001282628.1	protein_coding	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	16	0
ARSL	ARSL	NM_001282631.2	protein_coding	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	16	0
ARSL	ARSL	NM_001369079.1	protein_coding	0	16	15	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	16	0
